query_id,query_type,method,rank,memory_id,memory_type,final_score,facet_hits,best_facet,best_facet_rank,is_relevant,memory_text
q00003,3,query_decomposition,1,llm_00002,identity,2.4315166422994374,10,caroline fields caroline,1,False,Caroline is transgender.
q00003,3,query_decomposition,2,llm_00135,preference,2.333216722869248,10,caroline fields caroline,3,False,Caroline enjoys drawing flowers.
q00003,3,query_decomposition,3,llm_00029,identity,2.330518799941311,10,caroline fields caroline,2,False,Caroline is from Sweden.
q00003,3,query_decomposition,4,llm_00037,emotion,2.3067772218380362,11,caroline fields caroline pursue educaton,1,False,Caroline's own journey and support she received motivated her to pursue counseling.
q00003,3,query_decomposition,5,llm_00052,identity,2.296960035231557,10,caroline fields caroline,4,False,Caroline is a transgender woman.
q00003,3,query_decomposition,6,llm_00083,identity,2.2741082782248703,10,caroline fields caroline,5,False,Caroline is a transgender woman.
q00003,3,query_decomposition,7,llm_00102,identity,2.2519334131753377,10,caroline fields caroline,6,False,Caroline is a transgender woman.
q00003,3,query_decomposition,8,llm_00120,hobby,2.2139057687629227,10,caroline fields caroline,7,False,Caroline has always loved horses.
q00003,3,query_decomposition,9,llm_00131,identity,2.209497384713721,10,caroline fields caroline,8,False,Caroline is a transgender woman.
q00003,3,query_decomposition,10,llm_00155,identity,2.189181890094821,10,caroline fields caroline,9,False,Caroline is a transgender woman.
q00003,3,query_decomposition,11,llm_00171,identity,2.169434391860843,10,caroline fields caroline,10,False,Caroline is a transgender woman.
q00003,3,query_decomposition,12,llm_00185,identity,2.150231372657824,10,caroline fields caroline,11,False,Caroline is a transgender woman.
q00003,3,query_decomposition,13,llm_00071,goal,2.1286598173145714,11,caroline fields caroline,15,False,Caroline is determined to adopt a child.
q00003,3,query_decomposition,14,llm_00041,hobby,2.1064255850039526,11,caroline fields caroline,14,False,Caroline is learning to play the piano.
q00003,3,query_decomposition,15,llm_00128,hobby,2.088618233704196,10,caroline fields caroline,12,False,Caroline has not tried pottery yet.
q00003,3,query_decomposition,16,llm_00152,work,2.0754386617271554,10,caroline fields caroline,13,False,Caroline volunteers for the LGBTQ+ community.
q00003,3,query_decomposition,17,llm_00116,event,2.0165100697468334,10,caroline fields caroline,16,False,Caroline attended an adoption advice/assistance group.
q00003,3,query_decomposition,18,llm_00146,preference,2.0128427497192516,11,caroline fields caroline,18,False,"Caroline: The song 'Brave' by Sara Bareilles has deep significance for Caroline, reminding her of her journey and progress."
q00003,3,query_decomposition,19,llm_00157,plan,1.967200210173814,11,caroline fields caroline,25,False,Caroline is interested in trying pottery in the future.
q00003,3,query_decomposition,20,llm_00132,relationship,1.9625808808118,11,caroline fields caroline,23,False,Caroline found a supportive community in the transgender community.
q00003,3,type_aware_plus_decomposition,1,llm_00037,emotion,0.08014112903225806,0,,0,False,Caroline's own journey and support she received motivated her to pursue counseling.
q00003,3,type_aware_plus_decomposition,2,llm_00005,plan,0.07776889244302279,0,,0,True,Caroline plans to continue her education and explore career options.
q00003,3,type_aware_plus_decomposition,3,llm_00034,goal,0.07539682539682539,0,,0,False,Caroline is exploring a career in counseling and mental health.
q00003,3,type_aware_plus_decomposition,4,llm_00157,plan,0.07326428845416187,0,,0,False,Caroline is interested in trying pottery in the future.
q00003,3,type_aware_plus_decomposition,5,llm_00002,identity,0.07118796317089603,0,,0,False,Caroline is transgender.
q00003,3,type_aware_plus_decomposition,6,llm_00058,goal,0.07087172218284904,0,,0,False,Caroline is exploring counseling and mental health career options.
q00003,3,type_aware_plus_decomposition,7,llm_00132,relationship,0.07047101449275363,0,,0,False,Caroline found a supportive community in the transgender community.
q00003,3,type_aware_plus_decomposition,8,llm_00045,goal,0.06980250263832354,0,,0,False,Caroline is exploring counseling or mental health work as a career.
q00003,3,type_aware_plus_decomposition,9,llm_00040,goal,0.06953846153846155,0,,0,False,Caroline is considering counseling and mental health as a career path to help others.
q00003,3,type_aware_plus_decomposition,10,llm_00006,goal,0.06907894736842105,0,,0,True,Caroline is interested in counseling or working in mental health to support others with similar issues.
q00003,3,type_aware_plus_decomposition,11,llm_00052,identity,0.06666666666666667,0,,0,False,Caroline is a transgender woman.
q00003,3,type_aware_plus_decomposition,12,llm_00071,goal,0.06633020908435472,0,,0,False,Caroline is determined to adopt a child.
q00003,3,type_aware_plus_decomposition,13,llm_00156,emotion,0.06631716906946264,0,,0,False,Caroline used art to explore her gender identity and during her transition.
q00003,3,type_aware_plus_decomposition,14,llm_00083,identity,0.06578442654392022,0,,0,False,Caroline is a transgender woman.
q00003,3,type_aware_plus_decomposition,15,llm_00102,identity,0.06492537313432836,0,,0,False,Caroline is a transgender woman.
q00003,3,type_aware_plus_decomposition,16,llm_00059,health,0.06238738738738739,0,,0,False,"Caroline struggled with mental health and received helpful support, motivating her to help others."
q00003,3,type_aware_plus_decomposition,17,llm_00142,plan,0.06215198165738618,0,,0,False,Caroline plans to continue volunteering at the LGBTQ+ youth center because it is an important part of her life.
q00003,3,type_aware_plus_decomposition,18,llm_00160,goal,0.06204906204906205,0,,0,False,Caroline is ready to become a mom and has contacted her mentor for adoption advice.
q00003,3,type_aware_plus_decomposition,19,llm_00115,goal,0.06173669467787115,0,,0,False,Caroline applied to adoption agencies as the first step towards becoming a mom.
q00003,3,type_aware_plus_decomposition,20,llm_00183,goal,0.05194805194805195,0,,0,False,Caroline's goal is to build her own family through adoption and provide a home for kids who haven't had one.
q00015,3,query_decomposition,1,llm_00037,emotion,2.630933854343855,12,Would Caroline still want to pursue counseling as a career if she hadn't received support growing up?,1,True,Caroline's own journey and support she received motivated her to pursue counseling.
q00015,3,query_decomposition,2,llm_00058,goal,2.4252503087625388,11,caroline career,1,False,Caroline is exploring counseling and mental health career options.
q00015,3,query_decomposition,3,llm_00034,goal,2.347827320886392,11,caroline career,3,False,Caroline is exploring a career in counseling and mental health.
q00015,3,query_decomposition,4,llm_00002,identity,2.338782879307822,11,caroline caroline want,1,False,Caroline is transgender.
q00015,3,query_decomposition,5,llm_00045,goal,2.2769736041879116,11,caroline career,4,False,Caroline is exploring counseling or mental health work as a career.
q00015,3,query_decomposition,6,llm_00153,hobby,2.2549482296585013,12,caroline she hadn,1,False,Caroline has been creating art since she was 17.
q00015,3,query_decomposition,7,llm_00135,preference,2.2032126425193197,11,caroline caroline want,3,False,Caroline enjoys drawing flowers.
q00015,3,query_decomposition,8,llm_00005,plan,2.1995920287581794,11,caroline career,2,False,Caroline plans to continue her education and explore career options.
q00015,3,query_decomposition,9,llm_00029,identity,2.1949698830549367,11,caroline caroline want,2,False,Caroline is from Sweden.
q00015,3,query_decomposition,10,llm_00052,identity,2.1499627186019317,11,caroline caroline want,4,False,Caroline is a transgender woman.
q00015,3,query_decomposition,11,llm_00083,identity,2.132659776057685,11,caroline caroline want,5,False,Caroline is a transgender woman.
q00015,3,query_decomposition,12,llm_00102,identity,2.115793902402812,11,caroline caroline want,6,False,Caroline is a transgender woman.
q00015,3,query_decomposition,13,llm_00131,identity,2.083307859469405,11,caroline caroline want,8,False,Caroline is a transgender woman.
q00015,3,query_decomposition,14,llm_00120,hobby,2.0828485123090426,11,caroline caroline want,7,False,Caroline has always loved horses.
q00015,3,query_decomposition,15,llm_00036,event,2.0768408937797433,11,caroline caroline want pursue counseling,2,False,Caroline attended an LGBTQ+ counseling workshop last Friday.
q00015,3,query_decomposition,16,llm_00155,identity,2.0676569836164083,11,caroline caroline want,9,False,Caroline is a transgender woman.
q00015,3,query_decomposition,17,llm_00171,identity,2.052381661545567,11,caroline caroline want,10,False,Caroline is a transgender woman.
q00015,3,query_decomposition,18,llm_00185,identity,2.0374683617921,11,caroline caroline want,11,False,Caroline is a transgender woman.
q00015,3,query_decomposition,19,llm_00071,goal,2.0093143892982726,12,caroline caroline want,15,False,Caroline is determined to adopt a child.
q00015,3,query_decomposition,20,llm_00040,goal,2.001265788645938,9,caroline career,5,False,Caroline is considering counseling and mental health as a career path to help others.
q00015,3,type_aware_plus_decomposition,1,llm_00037,emotion,0.0819672131147541,0,,0,True,Caroline's own journey and support she received motivated her to pursue counseling.
q00015,3,type_aware_plus_decomposition,2,llm_00045,goal,0.07990074441687345,0,,0,False,Caroline is exploring counseling or mental health work as a career.
q00015,3,type_aware_plus_decomposition,3,llm_00034,goal,0.07837301587301587,0,,0,False,Caroline is exploring a career in counseling and mental health.
q00015,3,type_aware_plus_decomposition,4,llm_00058,goal,0.07766749379652606,0,,0,False,Caroline is exploring counseling and mental health career options.
q00015,3,type_aware_plus_decomposition,5,llm_00040,goal,0.07599206349206349,0,,0,False,Caroline is considering counseling and mental health as a career path to help others.
q00015,3,type_aware_plus_decomposition,6,llm_00005,plan,0.07352941176470588,0,,0,False,Caroline plans to continue her education and explore career options.
q00015,3,type_aware_plus_decomposition,7,llm_00006,goal,0.07012987012987013,0,,0,False,Caroline is interested in counseling or working in mental health to support others with similar issues.
q00015,3,type_aware_plus_decomposition,8,llm_00186,emotion,0.0700107708878289,0,,0,False,"Caroline's transition and self-acceptance were difficult, but she received invaluable help from friends, family, and people she looked up to."
q00015,3,type_aware_plus_decomposition,9,llm_00059,health,0.0692069695489334,0,,0,False,"Caroline struggled with mental health and received helpful support, motivating her to help others."
q00015,3,type_aware_plus_decomposition,10,llm_00187,goal,0.0675595238095238,0,,0,False,Caroline wants to pass on the support she received during her transition to others who need it.
q00015,3,type_aware_plus_decomposition,11,llm_00036,event,0.06666666666666667,0,,0,False,Caroline attended an LGBTQ+ counseling workshop last Friday.
q00015,3,type_aware_plus_decomposition,12,llm_00189,emotion,0.06542893725992317,0,,0,False,"Caroline is grateful for the support of those close to her, as their encouragement made her who she is."
q00015,3,type_aware_plus_decomposition,13,llm_00004,emotion,0.0649895178197065,0,,0,False,Caroline feels accepted and has gained courage to embrace herself from the support group.
q00015,3,type_aware_plus_decomposition,14,llm_00003,emotion,0.06234567901234568,0,,0,False,Caroline found the transgender stories at the support group inspiring.
q00015,3,type_aware_plus_decomposition,15,llm_00062,emotion,0.0617519735166794,0,,0,False,Caroline learned self-acceptance and the importance of finding support from 'Becoming Nicole'.
q00015,3,type_aware_plus_decomposition,16,llm_00001,event,0.06150247660979637,0,,0,False,Caroline attended an LGBTQ support group yesterday and found it powerful.
q00015,3,type_aware_plus_decomposition,17,llm_00016,plan,0.06081861693348737,0,,0,False,Caroline is planning to adopt as a single parent and is up for the challenge.
q00015,3,type_aware_plus_decomposition,18,llm_00021,relationship,0.060456363208656785,0,,0,False,"Caroline has a strong support system of friends, family, and mentors who motivate her."
q00015,3,type_aware_plus_decomposition,19,llm_00023,emotion,0.06038316797810469,0,,0,False,"Caroline went through a tough breakup, and her friends' support was especially important during that time."
q00015,3,type_aware_plus_decomposition,20,llm_00035,goal,0.05884275907159202,0,,0,False,Caroline wants to work with trans people to help them accept themselves and support their mental health.
q00023,3,query_decomposition,1,llm_00002,identity,2.3942171222568973,11,caroline caroline seuss,1,False,Caroline is transgender.
q00023,3,query_decomposition,2,llm_00060,hobby,2.3275722241970866,11,Would Caroline likely have Dr. Seuss books on her bookshelf?,1,False,Caroline loves reading and considers books a huge part of her journey.
q00023,3,query_decomposition,3,llm_00049,plan,2.214694337956585,11,caroline caroline seuss books bookshelf,2,True,Caroline is creating a library of children's books for when she has kids.
q00023,3,query_decomposition,4,llm_00135,preference,2.2062647507979927,10,caroline caroline seuss,3,False,Caroline enjoys drawing flowers.
q00023,3,query_decomposition,5,llm_00029,identity,2.1999665143619582,10,caroline caroline seuss,2,False,Caroline is from Sweden.
q00023,3,query_decomposition,6,llm_00050,preference,2.155925432743873,11,caroline caroline seuss books bookshelf,3,True,"Caroline's children's book library includes classics, stories from different cultures, and educational books."
q00023,3,query_decomposition,7,llm_00052,identity,2.151293852197329,10,caroline caroline seuss,4,False,Caroline is a transgender woman.
q00023,3,query_decomposition,8,llm_00083,identity,2.132267990239772,10,caroline caroline seuss,5,False,Caroline is a transgender woman.
q00023,3,query_decomposition,9,llm_00102,identity,2.113769185660714,10,caroline caroline seuss,6,False,Caroline is a transgender woman.
q00023,3,query_decomposition,10,llm_00120,hobby,2.0792755434470993,10,caroline caroline seuss,7,False,Caroline has always loved horses.
q00023,3,query_decomposition,11,llm_00131,identity,2.0782663783287214,10,caroline caroline seuss,8,False,Caroline is a transgender woman.
q00023,3,query_decomposition,12,llm_00155,identity,2.06122213159989,10,caroline caroline seuss,9,False,Caroline is a transgender woman.
q00023,3,query_decomposition,13,llm_00171,identity,2.044624294761821,10,caroline caroline seuss,10,False,Caroline is a transgender woman.
q00023,3,query_decomposition,14,llm_00185,identity,2.0284553393381417,10,caroline caroline seuss,11,False,Caroline is a transgender woman.
q00023,3,query_decomposition,15,llm_00128,hobby,1.9610819641971138,10,caroline caroline seuss,12,False,Caroline has not tried pottery yet.
q00023,3,query_decomposition,16,llm_00146,preference,1.9268180730748066,11,caroline caroline seuss,18,False,"Caroline: The song 'Brave' by Sara Bareilles has deep significance for Caroline, reminding her of her journey and progress."
q00023,3,query_decomposition,17,llm_00152,work,1.9188999994191476,10,caroline caroline seuss,13,False,Caroline volunteers for the LGBTQ+ community.
q00023,3,query_decomposition,18,llm_00041,hobby,1.9030095268804343,10,caroline caroline seuss,14,False,Caroline is learning to play the piano.
q00023,3,query_decomposition,19,llm_00116,event,1.8911287200841052,10,caroline caroline seuss,16,False,Caroline attended an adoption advice/assistance group.
q00023,3,query_decomposition,20,llm_00071,goal,1.8886458799597694,10,caroline caroline seuss,15,False,Caroline is determined to adopt a child.
q00023,3,type_aware_plus_decomposition,1,llm_00060,hobby,0.0817028027498678,0,,0,False,Caroline loves reading and considers books a huge part of her journey.
q00023,3,type_aware_plus_decomposition,2,llm_00049,plan,0.08038914490527393,0,,0,True,Caroline is creating a library of children's books for when she has kids.
q00023,3,type_aware_plus_decomposition,3,llm_00050,preference,0.07864357864357864,0,,0,True,"Caroline's children's book library includes classics, stories from different cultures, and educational books."
q00023,3,type_aware_plus_decomposition,4,llm_00002,identity,0.07609493516026425,0,,0,False,Caroline is transgender.
q00023,3,type_aware_plus_decomposition,5,llm_00052,identity,0.0720682302771855,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,6,llm_00083,identity,0.07104391052195526,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,7,llm_00005,plan,0.07101865136298421,0,,0,False,Caroline plans to continue her education and explore career options.
q00023,3,type_aware_plus_decomposition,8,llm_00102,identity,0.07004830917874395,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,9,llm_00131,identity,0.06887902759019872,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,10,llm_00191,relationship,0.06873614190687362,0,,0,False,Caroline and Melanie have a supportive friendship and are there for each other.
